Date,Price,Open,High,Low,Vol.,Change %,Date_m
04-Nov-17,0.2018,0.205,0.2056,0.1991,6.33M,-1.56,43043
05-Nov-17,0.1995,0.2018,0.204,0.1975,5.07M,-1.14,43044
06-Nov-17,0.2011,0.1995,0.2069,0.1981,5.94M,0.8,43045
07-Nov-17,0.2057,0.2011,0.2061,0.1992,8.28M,2.29,43046
08-Nov-17,0.2161,0.2057,0.225,0.203,17.10M,5.06,43047
09-Nov-17,0.2124,0.2161,0.223,0.2121,14.21M,-1.71,43048
10-Nov-17,0.203,0.2124,0.2185,0.198,19.88M,-4.43,43049
11-Nov-17,0.2092,0.203,0.2147,0.2,16.52M,3.05,43050
12-Nov-17,0.1932,0.2092,0.2092,0.175,48.68M,-7.65,43051
13-Nov-17,0.2,0.1932,0.2,0.19,19.33M,3.52,43052
14-Nov-17,0.2041,0.2,0.21,0.1965,10.33M,2.05,43053
15-Nov-17,0.2087,0.2041,0.21,0.203,10.81M,2.25,43054
16-Nov-17,0.2273,0.2087,0.2832,0.2055,97.46M,8.91,43055
17-Nov-17,0.2245,0.2273,0.2408,0.217,25.33M,-1.23,43056
18-Nov-17,0.227,0.2245,0.2295,0.2186,11.18M,1.11,43057
19-Nov-17,0.2325,0.227,0.2375,0.22,18.76M,2.42,43058
20-Nov-17,0.24,0.2325,0.247,0.2317,15.37M,3.23,43059
21-Nov-17,0.2329,0.24,0.2456,0.2287,19.92M,-2.96,43060
22-Nov-17,0.24,0.2329,0.2424,0.23,17.00M,3.05,43061
23-Nov-17,0.2409,0.24,0.2545,0.2351,23.53M,0.38,43062
24-Nov-17,0.245,0.2409,0.2476,0.2348,14.30M,1.7,43063
25-Nov-17,0.2533,0.245,0.2562,0.242,13.18M,3.39,43064
26-Nov-17,0.2449,0.2533,0.2533,0.241,16.31M,-3.32,43065
27-Nov-17,0.2478,0.2449,0.2532,0.24,22.19M,1.18,43066
28-Nov-17,0.2795,0.2478,0.2816,0.2478,44.71M,12.79,43067
29-Nov-17,0.235,0.2795,0.28,0.21,69.75M,-15.92,43068
30-Nov-17,0.2372,0.235,0.2477,0.2184,29.91M,0.94,43069
01-Dec-17,0.244,0.2372,0.2488,0.225,22.46M,2.87,43070
02-Dec-17,0.2448,0.244,0.2495,0.2398,15.89M,0.33,43071
03-Dec-17,0.2448,0.2448,0.2598,0.2344,25.35M,0,43072
04-Dec-17,0.2462,0.2448,0.25,0.2345,16.79M,0.57,43073
05-Dec-17,0.2336,0.2462,0.2472,0.232,18.44M,-5.12,43074
06-Dec-17,0.2169,0.2336,0.2342,0.2059,42.00M,-7.15,43075
07-Dec-17,0.2024,0.2169,0.22,0.2,55.11M,-6.69,43076
08-Dec-17,0.2329,0.2024,0.249,0.2,92.75M,15.07,43077
09-Dec-17,0.2365,0.2329,0.245,0.2275,29.98M,1.55,43078
10-Dec-17,0.2278,0.2365,0.2376,0.2212,20.27M,-3.68,43079
11-Dec-17,0.245,0.2278,0.2504,0.2278,20.69M,7.55,43080
12-Dec-17,0.3474,0.245,0.4205,0.24,116.61M,41.8,43081
13-Dec-17,0.451,0.3474,0.4927,0.32,132.92M,29.82,43082
14-Dec-17,0.817,0.451,0.847,0.446,143.37M,81.15,43083
15-Dec-17,0.7374,0.817,0.825,0.6154,87.98M,-9.74,43084
16-Dec-17,0.74,0.7374,0.813,0.72,41.17M,0.35,43085
17-Dec-17,0.712,0.74,0.753,0.701,28.42M,-3.78,43086
